  Adelaide,       5.7,     -34.9,     138.7,0.00031440289279,       N/A
    Albany,       6.1,     -35.1,     117.9,0.000429150307703400,11.16863247780561
    Albury,       6.3,     -36.3,     146.9,0.0003453893118681,14.723125024327194
Alice_Springs,       5.5,     -23.7,     133.9,0.000294594092864300,       N/A
  Ballarat,       6.3,     -37.7,     144.1,0.0002774192757903,14.723125024327194
   Ballidu,       4.9,     -30.5,     116.9,0.0003554097,       N/A
  Bathurst,       5.5,     -33.5,     149.7,0.000426120361115,       N/A
   Bendigo,       6.7,     -36.7,     144.3,0.00050456073785611,25.58585886905648
  Brisbane,       6.1,     -27.5,     152.9,0.000322008590855436,11.16863247780561
Broken_Hill,       5.7,     -31.9,     141.5,0.000423915623510000,       N/A
    Broome,       5.5,     -17.9,     122.3,0.000435812167700000,       N/A
 Bundaberg,       5.7,     -24.9,     152.3,0.00042993518471,       N/A
    Burnie,       5.3,     -41.1,     145.9,0.00036090171822,       N/A
    Cairns,       5.7,     -16.9,     145.7,0.0004742999184,       N/A
    Camden,       6.1,     -34.1,     150.7,0.00056741889225,11.16863247780561
  Canberra,       5.9,     -35.3,     149.3,0.00050205715728,       N/A
 Carnarvon,       5.5,     -24.9,     113.7,0.00027404386637,       N/A
Coffs_Harbour,       5.3,     -30.3,     153.1,0.00035707558209,       N/A
     Cooma,       5.7,     -36.3,     149.1,0.000232445889428000,       N/A
   Dampier,       6.3,     -20.7,     116.7,0.0003940997343654,14.723125024327194
    Darwin,       5.5,     -12.5,     130.9,0.000393051927750000,       N/A
     Derby,       5.3,     -17.3,     123.7,0.000438964241799999,       N/A
   Dowerin,       4.9,     -31.3,     117.1,0.0004854607,       N/A
     Dubbo,       5.9,     -32.3,     148.7,0.000449055203393,       N/A
 Esperance,       5.3,     -33.9,     121.9,0.00063646261509,       N/A
   Geelong,       6.3,     -38.1,     144.3,0.000311821434862000,14.723125024327194
 Geraldton,       5.9,     -28.7,     114.5,0.00036192001865,       N/A
 Gladstone,       5.7,     -23.9,     151.3,0.000389703856509,       N/A
Gold_Coast,       5.5,     -28.1,     153.5,0.000327079676678209,       N/A
Goomalling,       4.7,     -31.3,     116.9,0.000445844000000000,       N/A
   Gosford,       5.3,     -33.5,     151.3,0.0003139724658,       N/A
  Goulburn,       6.5,     -34.7,     149.7,0.000266730346599999,19.408858775927794
   Grafton,       5.3,     -29.7,     152.9,0.00033411861897648,       N/A
    Hobart,       5.5,     -42.9,     147.3,0.00043993697609017,       N/A
Kalgoorlie,       5.3,     -30.7,     121.5,0.000339493493030000,       N/A
  Karratha,       6.1,     -20.7,     116.9,0.000616614511020000,11.16863247780561
  Katoomba,       4.7,     -33.7,     150.3,0.000109082427799999,       N/A
Kellerberrin,       5.5,     -31.7,     117.7,0.000497694988,       N/A
Launceston,       5.7,     -41.3,     147.1,0.000412540732693320,       N/A
   Lismore,       5.3,     -28.9,     153.3,0.0003659545071081,       N/A
     Lorne,       6.9,     -38.5,     143.9,0.000368467432057799,33.728730865886924
    Mackay,       5.7,     -21.1,     149.3,0.00049517941197,       N/A
  Maitland,       6.1,     -32.7,     151.5,0.000303696853269907,11.16863247780561
Marble_Bar,       5.3,     -21.1,     119.7,0.00044792597,       N/A
 Meckering,       5.3,     -31.7,     117.1,0.00031974211,       N/A
 Melbourne,       5.9,     -37.9,     145.1,0.000322361042377000,       N/A
 Mittagong,       5.7,     -34.5,     150.5,0.000397370324550499,       N/A
   Morwell,       6.3,     -38.3,     146.3,0.00022193489855,14.723125024327194
Mount_Gambier,       5.5,     -37.9,     140.7,0.000703569881605,       N/A
 Newcastle,       6.1,     -32.9,     151.9,0.000445642615218370,11.16863247780561
     Noosa,       4.9,     -26.3,     153.1,0.0001828300728,       N/A
   Northam,       6.7,     -31.7,     116.7,0.000128546983890893,25.58585886905648
Olympic_Dam,       5.3,     -30.5,     136.9,0.00017565372799,       N/A
    Onslow,       5.9,     -21.7,     115.1,0.000392814529774,       N/A
    Orange,       5.1,     -33.3,     149.1,0.0001907793214,       N/A
   Penrith,       6.1,     -33.7,     150.7,0.00057828833426,11.16863247780561
     Perth,       5.1,     -31.9,     115.9,0.000234622034769999,       N/A
Port_Augusta,       5.7,     -32.5,     137.9,0.000335519674325,       N/A
Port_Hedland,       5.3,     -20.3,     118.5,0.000548371448,       N/A
Port_Lincoln,       5.7,     -34.7,     135.9,0.000402607185935,       N/A
Port_Macquarie,       5.7,     -31.5,     152.9,0.00046261285792,       N/A
Port_Pirie,       5.3,     -33.1,     138.1,0.000385980690049999,       N/A
      Robe,       5.7,     -37.1,     139.9,0.0003056516726294,       N/A
Rockhampton,       5.3,     -23.3,     150.5,0.000473100903619999,       N/A
Shepparton,       6.1,     -36.3,     145.5,0.0004002148918066,11.16863247780561
    Sydney,       6.1,     -33.9,     151.1,0.00027800169861,11.16863247780561
  Tamworth,       5.7,     -31.1,     150.9,0.000400839263744999,       N/A
     Taree,       5.5,     -31.9,     152.5,0.000311910005799999,       N/A
Tennant_Creek,       5.3,     -19.7,     134.3,0.000339037555960000,       N/A
 Toowoomba,       5.1,     -27.5,     152.1,0.000209682881517,       N/A
Townsville,       5.5,     -19.3,     146.7,0.000321360387438999,       N/A
Tweed_Heads,       5.5,     -28.1,     153.5,0.00027687802778567,       N/A
     Uluru,       6.1,     -25.3,     131.1,0.0004051113965624,11.16863247780561
Wagga_Wagga,       4.7,     -35.1,     147.3,0.0001194551301,       N/A
Wangaratta,       5.9,     -36.5,     146.5,0.000290628645827,       N/A
Warrnambool,       5.7,     -38.3,     142.3,0.00025775567869858,       N/A
   Whyalla,       6.1,     -33.1,     137.3,0.00046823069675974,11.16863247780561
  Wickepin,       4.7,     -32.7,     117.5,0.000423059000000000,       N/A
  Wivenhoe,       5.9,     -27.3,     152.7,0.0003154444795738,       N/A
Wollongong,       5.1,     -34.3,     150.9,0.000218031860000000,       N/A
Wongan_Hills,       5.3,     -30.9,     116.7,0.000440971353000000,       N/A
   Woomera,       5.3,     -31.3,     136.9,0.000184621544770000,       N/A
   Wyndham,       5.9,     -15.5,     128.1,0.000402722091217975,       N/A
      York,       5.7,     -31.9,     116.7,0.000565176893080000,       N/A
    Yulara,       5.9,     -25.3,     130.9,0.000411269143885000,       N/A
   Bunbury,       5.9,     -33.3,     115.7,0.000292031475893199,       N/A
    Gawler,       5.7,     -34.3,     138.5,0.000288496735757,       N/A
    Hawker,       5.9,     -31.9,     138.3,0.00056185778858,       N/A
     Kimba,       5.5,     -33.1,     136.5,0.0005070948661424,       N/A
  Pakenham,       6.3,     -38.1,     145.5,0.0003482356783973,14.723125024327194
 Frankston,       5.7,     -38.1,     145.1,0.000349055210390000,       N/A
 Leongatha,       6.3,     -38.5,     145.9,0.000256637369279999,14.723125024327194
      Sale,       6.5,     -38.1,     147.1,0.000235675120747000,19.408858775927794
  Warragul,       6.1,     -38.1,     145.9,0.000148544536830000,11.16863247780561
   Exmouth,       5.7,     -21.9,     114.1,0.000381457778569000,       N/A
    Denham,       5.1,     -25.9,     113.5,0.000184576259,       N/A
    Newman,       5.5,     -23.3,     119.7,0.00017678907695,       N/A
 Kununurra,       6.1,     -15.7,     128.7,0.000377087330704999,11.16863247780561
 Busselton,       5.5,     -33.7,     115.3,0.00026585824236,       N/A
Margaret_River,       5.1,     -33.9,     115.1,0.0002148075299256,       N/A
Coolgardie,       5.3,     -30.9,     121.3,0.000332796414079999,       N/A
Quairading,       4.7,     -32.1,     117.3,0.000384581600000000,       N/A
 Jamestown,       6.3,     -33.3,     138.7,0.000321331140331,14.723125024327194
Peterborough,       4.9,     -32.9,     138.9,0.000231837283899999,       N/A
Leigh_Creek,       4.9,     -30.5,     138.5,0.000168881078,       N/A
  Heyfield,       6.1,     -38.1,     146.9,0.0001839061765,11.16863247780561
